City of Garland,,,,,,,,,,,,,,,,,,,,,,,,,
,,C1 P2,,,,,,,,,,,,,,,,,,,,,,,
,,C1 P1,,,,Standard Port,bold = Same patch (loopback),,,,,,,,,,,,,,,,,,
,,,,,,Special Port,,,,,,,,,,,,,,,,,,,
,,,,,,EMPTY,,,,,,,,,,,,,,,,,,,
,,,,,,Unplugged Cable,,,,,,,,,,,,,,,,,,,
,,,,,,RE-TEST,,,,,,,,,,,,,,,,,,,
,,Source,,,,Destination,,,,,,,,,,,,,,,,,,,
Type (L1/L2),Physical Location,Device Hostname (Logical),Panel (Physical),Port,,Device Hostname (Logical),Panel (Physical),Port,Notes #1,Notes #2,Labeled?,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P3,F12,,,RS P1,53,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A1,,,RS P1,3,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A2,,,RS P1,4,,,Y,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A3,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A4,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A5,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A6,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A7,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A8,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A9,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A10,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A11,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,A12,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,B1,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,B2,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,B3,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,B4,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,B5,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,B6,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,B7,,,EMPTY,-,,,,,,,,,,,,,,,,,
Fiber,Radio Shop,,RS P4,B8,,,EMPTY,-,,,,,,,,,,,,,,,,,
